Post ID,Caption,Image URL,Video URL,Likes,Comments,Shares,Timestamp,Account Username,Followers,Tagged Users,Caption Length,Number of Hashtags,Number of Mentions,Was Caption Edited,Media Type,Video View Ratio/Day,Like Ratio/Day,Comment Ratio/Day,Posted
3423750231903135199,Knock knock what's for breakfast ? It's Onion dosa😋😋 the most craved dish is varieties of dosas for the people who are far from home . Here is me Indulging in the crispy delight of Karnataka-style onion dosa with spicy chutney 🌿🧅 soft and flavorful onion dosa. A perfect blend of tradition and taste! #KarnatakaCuisine #OnionDosa #SouthIndianDelights #foodie #foodporn #foodies #dosa #dose #erullidose #uthappam #ammanapaakashaale,https://scontent-iad3-2.cdninstagram.com/v/t51.29350-15/453473915_1032167515175919_1299578237412682093_n.heic?stp=dst-jpg_e35_tt6&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QHWnNV5gFblO8ndzDD3dNtjAIJz7x-uYk1zjMH-2as07yiTlDDn6KR4MTJBNiHrQxc&_nc_ohc=XY6Zwxkh4IsQ7kNvwEVCM-d&_nc_gid=BxePoJKQ_wCQkFrBTFzpiA&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfP-SnjiG_LtSdl64exDz-eI8Om_SPe412mW08QAXllsPA&oe=68659616&_nc_sid=8b3546,,15,3,0,2024-07-30 18:07:34,ammana_paakashaalae,1282,,430,11,0,False,,,0.05,0.01,
3415281551862800106,"Spinach Dal / Palak Thuve : A Nutrient-Rich Comfort Food 

Craving a taste of traditional Indian cuisine? Spinach Dal is the perfect blend of earthy spinach and protein-packed lentils, cooked to perfection with rich Indian spices. 

This dish holds a special place in my heart, reminding me of cozy family dinners and the warm, inviting aroma that fills the kitchen. It's not just food; it's a hug in a bowl. 

Ingredients:

Spinach
Yellow lentils (Toor dal)
turmeric, tamarind paste, rasam Powder, salt
1/2 cup of fresh coconut

Direction :
1.Pressure cook Yellow lentils (Toor dal) with a pinch of turmeric 
2.finely Chop the washed Spinach 
3. in a pan heat the oil, add mustard seeds, Hing and freshly chopped spinach - fry it for 10 min 
4. add rasam powder , tamarind , salt and give a mix
5. add cooked lentils , fresh coconut mix it well, let it boil for 10-15 min
6. Serve it hot with a touch of love ❤️

Pro Tip: Pair it with steaming hot rice or fresh chapatis for a complete meal. 

What's your favorite way to enjoy dal? Let me know in the comments! 👇

#IndianCuisine #SpinachDal #HealthyEating #Foodie #palakdal 
#VegetarianRecipes
#ComfortFood
#Foodie
#HomeCooking
#InstaFood
#FoodPhotography
#Delicious
#ammanapaakashaale",https://scontent-iad3-1.cdninstagram.com/v/t51.29350-15/451723118_1008642337515805_7072982163757988778_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QHWnNV5gFblO8ndzDD3dNtjAIJz7x-uYk1zjMH-2as07yiTlDDn6KR4MTJBNiHrQxc&_nc_ohc=wuFCO1o0_xUQ7kNvwGw6Okm&_nc_gid=BxePoJKQ_wCQkFrBTFzpiA&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfOqw2ZFEyuuoWmcp_eNR7bT-TSXG_r5eyus1mZsYBLhIQ&oe=6865A954&_nc_sid=8b3546,,14,4,0,2024-07-19 01:41:49,ammana_paakashaalae,1282,,1237,13,0,False,,,0.04,0.01,
3412338705703096950,"Healthy evening snacks - khaman dhokla . 
Dhokla is a traditional Indian steamed cake that's a popular snack in the state of Gujarat and parts of neighboring states. It's a versatile, low-calorie dish that's high in protein, carbohydrates, fiber, vitamins, and minerals.  Which helps in digestion and adding to it blood glucose level, blood pressure .The fermentation process used to make dhokla improves the nutritional value of the dish and makes it easier for the body to absorb nutrients . Swipe through for the recipe.Hope u all love making dhokla - 
Here rather than fermenting the batter I have used a quick process by adding eno( sugar salt)

#dhokla #eveningsnacks #indianfood #indiansnacks #indiansnacks👌  #homemade #homemadefood #bangalorediaries #bangalorefoodies #gujratifood #khamandhokla #dhoklalovers #dhoklarecipe #dhoklalover #dhokla #gujraticooking #loveforcooking #passionforfood  #foodexplorer #foodieaddict #eveningsnacks😋  #tasteit #vegetarianrecipes #vegetarian #vegetarianfood #ammanapaakashaale",https://scontent-iad3-1.cdninstagram.com/v/t51.29350-15/450949104_778583344352716_930158678392923293_n.heic?stp=dst-jpg_e35_s1080x1080_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QHWnNV5gFblO8ndzDD3dNtjAIJz7x-uYk1zjMH-2as07yiTlDDn6KR4MTJBNiHrQxc&_nc_ohc=lBeqPbNCwuIQ7kNvwEGlE4S&_nc_gid=BxePoJKQ_wCQkFrBTFzpiA&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfOEI8NKqYFxboYmMhF9XcG4-_xy1l5PtCB_X2u6S5n3fw&oe=6865A42B&_nc_sid=8b3546,,21,0,0,2024-07-15 00:14:54,ammana_paakashaalae,1282,,1020,26,0,False,,,0.06,0.0,
3027617879248059622,"ಬಾಳೆ ಹೂವಿನ ಚಟ್ನಿ/ Bale huvina chutney 😋😋 very healthy,simple yet delicious with minimal set of ingredients

Directions

1.Finely chop the banana flower and soak it in water 
2.pressure cook for 1 whistle
3. Strain the water 
4. In a pan add 2 tbsp oil
5. Add 1 tbsp urad dal , 1 tbsp chana dal, 1 tbsp sesame seeds, 1/2tsp jeera, 1/4 tsp methi seeds , red chilli -5/6 , a pinch of hing 
6. Add the cooked banana flower and fry it until u get a fine aroma 
7. Optional : add dry coconut if needed 
8. Add salt as per taste 
9. Add 1 tbsp tamarind 
10 cover n cook for 5 min 
11. Allow it to come to room temperature and grind the ingredients without adding much water 
12 . Add tampering and enjoy this delicious healthy chutney with hot rice or rotti 

Do try and let me know !! 
Keep supporting as always 

#balehuvinachutney 
#bananaflowers #bananaflowerrecipe #chutney #chutneyrecipe #bananaflowerrecipe #healthyrecipes #recipieaforhealthykidney #brahminfood #houseofauthentics #authentic #authenticrecipes #foodstagram #instafood #eathealthy #satvicfood #satvicrecipes #healthyrecipes #cleaneating #homecooking #homefood #foodieathome #ammanapaakashaale",https://scontent-iad3-2.cdninstagram.com/v/t51.29350-15/327813641_203257158943823_6058765618565501200_n.webp?stp=dst-jpg_e35_s1080x1080_tt6&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QHWnNV5gFblO8ndzDD3dNtjAIJz7x-uYk1zjMH-2as07yiTlDDn6KR4MTJBNiHrQxc&_nc_ohc=OFjHSzihmysQ7kNvwEAGOec&_nc_gid=BxePoJKQ_wCQkFrBTFzpiA&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfPs9CScLMIiBGsC-zbVwQxTPWwdoCWQue9osNRSJvdLCg&oe=6865A407&_nc_sid=8b3546,,32,1,0,2023-01-31 04:43:18,ammana_paakashaalae,1282,,1157,23,0,False,,,0.04,0.0,
3021528083799546919,"Our morning breakfast couldn't be better 😍😍
Ragi roti -richness of fiber and iron topped with butter😋😋

Hope you all are having a wonderful weekend ❤️
Stay safe 💗

Keep supporting @ammana_paakashaalae

#ragiroti #ragirotti #karnatakafood #fooddiary #maneaddige #paakashala #bangalorefoodies #jaxfoodie #jaxfoodies #jaxbrunch #usafoods #foodstagram #foodworld #foodblogger #jacksonvillefoodies #love4food #food52grams #foodieadventures #food #photography #foodphptography",https://scontent-iad3-1.cdninstagram.com/v/t51.29350-15/327052716_882735636039952_8858445100122498845_n.webp?stp=dst-jpg_e35_p1080x1080_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QHWnNV5gFblO8ndzDD3dNtjAIJz7x-uYk1zjMH-2as07yiTlDDn6KR4MTJBNiHrQxc&_nc_ohc=KdXD-FfPNVQQ7kNvwE57CZ3&_nc_gid=BxePoJKQ_wCQkFrBTFzpiA&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfPQlO7tWw6vc2GBffWyhw57W70i_E_DYikgd1WFUxtztg&oe=68658DD7&_nc_sid=8b3546,,41,5,0,2023-01-22 19:03:57,ammana_paakashaalae,1282,@ammana_paakashaalae,470,21,1,False,,,0.05,0.01,
2938183733384900270,,https://scontent-iad3-1.cdninstagram.com/v/t51.29350-15/310184053_171905815430128_5012928780080232554_n.webp?stp=dst-jpg_e35_s1080x1080_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QHWnNV5gFblO8ndzDD3dNtjAIJz7x-uYk1zjMH-2as07yiTlDDn6KR4MTJBNiHrQxc&_nc_ohc=L36b9baAB3IQ7kNvwEm3Vq0&_nc_gid=BxePoJKQ_wCQkFrBTFzpiA&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfMWLcuVsYpEsDKEY8OUPdtA3cgPZzEi8vp0kjeat6qv1Q&oe=6865934F&_nc_sid=8b3546,,22,2,0,2022-09-29 19:13:37,ammana_paakashaalae,1282,,0,0,0,False,,,0.02,0.0,
2935500845687272470,"Hello everyone!! 

 Hope you all had a wonderful weekend .. 

I took a long break  due to some personal commitments and was not able to concentrate much on Instagram .. sorry and heartfelt thanks to all of you for being still connected ❣️❣️

In frame is a quick  thali ☺️ plain paratha, jeera rice, raitha , papaya sabji, masoor dal tadka 😋😋

 Keep supporting and showering ur love ..

 #thali #indianfood #tastyfood #indiandelicacy #papayasabji #daltadka #parathas #paratha #salad #papad #jeerarice #northindianfood #ammanapaakashaale",https://scontent-iad3-1.cdninstagram.com/v/t51.29350-15/309052122_656362415753749_975034240964980688_n.webp?stp=dst-jpg_e35_p1080x1080_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QHWnNV5gFblO8ndzDD3dNtjAIJz7x-uYk1zjMH-2as07yiTlDDn6KR4MTJBNiHrQxc&_nc_ohc=gk3MYc411yIQ7kNvwHXGyBE&_nc_gid=BxePoJKQ_wCQkFrBTFzpiA&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfMEpoeudQfP44zWpWwbgoKfsqJbBxVZ-8LiUbB6FdxQbw&oe=686588AB&_nc_sid=8b3546,,30,1,0,2022-09-26 02:23:12,ammana_paakashaalae,1282,,535,13,0,False,,,0.03,0.0,
2715009050805686035,"Happy Thanksgiving to all my insta family 🥰🥰 expressing gratitude to each other makes us feel so good and realize how wonderful things are around us 💗💗 

Today I present you all MY OWN CREATION  or MY SIGNATURE recipe which won @sihikahichandru  sir heart in navika cooking chef competition and led me to participate in the finally  that is - indian fusion tacos . 
 Today being Thanksgiving I would like to express my gratitude to @sihikahichandru
 Sir for giving me an opportunity to be part of this cooking competition 

Recipe -- plz kindly bare with me I am just kick starting my career so bit tied up with studies and work so will post all my pending videos very soon .. 

In brief - it's a pumpkin tacos filled with paneer chana vada and fresh mint chutney , sauted veggies and crunchy peanuts topped with some cream cheese 

Keep supporting 🥰

This is my contribution to 
Our own collab 

#monthlydelish #mywayofthankingu
@cookingwith_jyo
@cheers_for_flavor
@ammana_paakashaalae
@official_vegan_dentistt_
@prafullacooksandbakes
@foodcollabsindia

#thisthanksgiving21 
hosted by @eatandgoplaceswithme @therebyfood @thehealthyrasoi @_priyadugar
#thanksgivingfoodz
@the_munching_station
@asthas_kitchen
@shrutiz_kitchen_journey 
@vaidehicooks
@i_got_hangryy
#monthlyfoodiecollab
#celebratethanksgiving2021
Hosts
@jaanvis.kitchen
@mummy.pakasala 
@soul_ful_treat 
Featuring Partner 
@bestfoodchannelever

#tacos
#indiantacos #fusiontacos  #thanksgiving #holidaytreats #appetizers #tastyfood",https://scontent-iad3-1.cdninstagram.com/v/t51.29350-15/260492016_1059699858156742_216645461628594170_n.jpg?stp=dst-jpg_e35_s1080x1080_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QHWnNV5gFblO8ndzDD3dNtjAIJz7x-uYk1zjMH-2as07yiTlDDn6KR4MTJBNiHrQxc&_nc_ohc=snFG6EI7RM8Q7kNvwEN5EfY&_nc_gid=BxePoJKQ_wCQkFrBTFzpiA&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfPfMR1IJS3U3Q2ksJDtV2buaVefCm_gx1N7RgLnVJqrpw&oe=6865ABB5&_nc_sid=8b3546,,100,45,0,2021-11-25 21:05:21,ammana_paakashaalae,1282,@sihikahichandru; @sihikahichandru; @cookingwith_jyo; @cheers_for_flavor; @ammana_paakashaalae; @official_vegan_dentistt_; @prafullacooksandbakes; @foodcollabsindia; @eatandgoplaceswithme; @therebyfood; @thehealthyrasoi; @_priyadugar; @the_munching_station; @asthas_kitchen; @shrutiz_kitchen_journey; @vaidehicooks; @i_got_hangryy; @jaanvis; @mummy; @soul_ful_treat; @bestfoodchannelever,1494,13,21,False,,,0.08,0.03,
2700678956752107528,"7 cup burfi 😍😍😍

 Name says it all 😋😋 one of the most loved treats and also prepared during Diwali 🥰

 For this Diwali🎆, We 32 USA🇱🇷 bloggers have collaborated and shared our traditional native Diwali dishes today! Check out the festive creations under #shareurdiwalitradition

@spiceupgram 
@archanasvegfoodchronicles
@cleanfoodcrushbyshri
@beat_the_craving
@cooks_hideout
@manjirimestry 
@_krithika 
@myhungryrambles 
@kaushiskitchen
@saffroncurrymom
@munchkinzatwork
@todaysspecialdishout
@scb_bakes
@food.bydeep
sangeetakalle 
@yummee.with.amee
@lifeiskrafty 
@meowkitchen82 
@chandana_cooks
@sneh_of_all_trades 
@_spkitchen_ 
@foodreliks
@nivtalks 
@sannas.spicebox 
@ammana_paakashaalae
@spiceapron
@flavors_in_cooking 
@houze_cook
@sukoonincooking
@repan_cookbakes
@consciousfeasting 
@spice_n_traditions

#monthlydelish #diyaaurdiwali
Hosts
@cookingwith_jyo
@cheers_for_flavor 
@ammana_paakashaalae
@official_vegan_dentistt_
@prafullacooksandbakes
Feature Partners:
@bestfoodchannelever 
@foodcollabsindia
@dubaifoodnetwork
@scribemag @scribeing

 
#diwaliwalafood

@the_munching_station
@asthas_kitchen
@shrutiz_kitchen_journey 
@vaidehicooks
@i_got_hangryy

#diwalifoodcelebration 
@romisrecipe
@yumyumeals
@food.dujour
@inspirebycooking
@foodi_club

 #diwalikafood hosts 
@jaanvis.kitchen @anamikalifeofficial 
@treat_cuisine 
@komalskreation 

Feature partner @bestfoodchannelever

#monthlyfoodthemecollab
#diwalitreatsinmyframe
@adivaans_delicacy
@cleanfoodcrushbyshri
@archanasvegfoodchronicles

#diwalithali2021
@_priyadugar @eatandgoplaceswithme @therebyfood @thehealthyrasoi

#monthlyfoodiecollab
#diwalihumari2021

Hosted by 
@jaanvis.kitchen
@soul_ful_treat 
@mummy.pakasala 

Featuring Partner 
@bestfoodchannelever

✨#festiveloverscollab
Hosted by:
@spiceupgram 
@archanasvegfoodchronicles 
@cleanfoodcrushbyshri 

#7cup #7cupsweet #sevencupburfi #indiansweets #delicious #festivesweets #diwalicollab #diwalisweets #tastysnacks #raw_community #raw_sweets_ #raw_foodie #karnatakafood",https://scontent-iad3-2.cdninstagram.com/v/t51.29350-15/252807490_643013176865435_1383295641589473069_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QHWnNV5gFblO8ndzDD3dNtjAIJz7x-uYk1zjMH-2as07yiTlDDn6KR4MTJBNiHrQxc&_nc_ohc=4NUhXDqwfw4Q7kNvwEKy_vP&_nc_gid=BxePoJKQ_wCQkFrBTFzpiA&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfMh_bryCozZV-dQzPlTORRwLwSaHVROxsyokI3COZjvgw&oe=68658E1F&_nc_sid=8b3546,,135,66,0,2021-11-06 02:34:01,ammana_paakashaalae,1282,@spiceupgram; @archanasvegfoodchronicles; @cleanfoodcrushbyshri; @beat_the_craving; @cooks_hideout; @manjirimestry; @_krithika; @myhungryrambles; @kaushiskitchen; @saffroncurrymom; @munchkinzatwork; @todaysspecialdishout; @scb_bakes; @food; @yummee; @lifeiskrafty; @meowkitchen82; @chandana_cooks; @sneh_of_all_trades; @_spkitchen_; @foodreliks; @nivtalks; @sannas; @ammana_paakashaalae; @spiceapron; @flavors_in_cooking; @houze_cook; @sukoonincooking; @repan_cookbakes; @consciousfeasting; @spice_n_traditions; @cookingwith_jyo; @cheers_for_flavor; @ammana_paakashaalae; @official_vegan_dentistt_; @prafullacooksandbakes; @bestfoodchannelever; @foodcollabsindia; @dubaifoodnetwork; @scribemag; @scribeing; @the_munching_station; @asthas_kitchen; @shrutiz_kitchen_journey; @vaidehicooks; @i_got_hangryy; @romisrecipe; @yumyumeals; @food; @inspirebycooking; @foodi_club; @jaanvis; @anamikalifeofficial; @treat_cuisine; @komalskreation; @bestfoodchannelever; @adivaans_delicacy; @cleanfoodcrushbyshri; @archanasvegfoodchronicles; @_priyadugar; @eatandgoplaceswithme; @therebyfood; @thehealthyrasoi; @jaanvis; @soul_ful_treat; @mummy; @bestfoodchannelever; @spiceupgram; @archanasvegfoodchronicles; @cleanfoodcrushbyshri,2003,25,70,False,,,0.1,0.05,
2699996347266937055,"Deepavali day 3 - Pineapple kesari bath 😋😋 

Tried my best to Capture it beautiful .. as I didn't want to prepare this while kids are awake as they are trying to recover fe cough .. so ended up making night and tried to capture the shot .. very disappointed as I was not able to capture as I pictured in mind 😊 
Any how here it is "" the perfect textured "" also my fvrt and I shld say Karnataka most loved ananas kesari bath .. 

For this Diwali🎆, We 32 USA🇱🇷 bloggers have collaborated and shared our traditional native Diwali dishes today! Check out the festive creations under #shareurdiwalitradition

@spiceupgram 
@archanasvegfoodchronicles
@cleanfoodcrushbyshri
@beat_the_craving
@cooks_hideout
@manjirimestry 
@_krithika 
@myhungryrambles 
@kaushiskitchen
@saffroncurrymom
@munchkinzatwork
@todaysspecialdishout
@scb_bakes
@food.bydeep
sangeetakalle 
@yummee.with.amee
@lifeiskrafty 
@meowkitchen82 
@chandana_cooks
@sneh_of_all_trades 
@_spkitchen_ 
@foodreliks
@nivtalks 
@sannas.spicebox 
@ammana_paakashaalae
@spiceapron
@flavors_in_cooking 
@houze_cook
@sukoonincooking
@repan_cookbakes
@consciousfeasting 
@spice_n_traditions

#monthlydelish #diyaaurdiwali
Hosts
@cookingwith_jyo
@cheers_for_flavor 
@ammana_paakashaalae
@official_vegan_dentistt_
@prafullacooksandbakes
Feature Partners:
@bestfoodchannelever 
@foodcollabsindia
@dubaifoodnetwork
@scribemag @scribeing

 
#diwaliwalafood

@the_munching_station
@asthas_kitchen
@shrutiz_kitchen_journey 
@vaidehicooks
@i_got_hangryy

#diwalifoodcelebration 
@romisrecipe
@yumyumeals
@food.dujour
@inspirebycooking
@foodi_club

 #diwalikafood hosts 
@jaanvis.kitchen @anamikalifeofficial 
@treat_cuisine 
@komalskreation 

Feature partner @bestfoodchannelever

#monthlyfoodthemecollab
#diwalitreatsinmyframe
@adivaans_delicacy
@cleanfoodcrushbyshri
@archanasvegfoodchronicles

#diwalithali2021
@_priyadugar @eatandgoplaceswithme @therebyfood @thehealthyrasoi

#monthlyfoodiecollab
#diwalihumari2021

Hosted by 
@jaanvis.kitchen
@soul_ful_treat 
@mummy.pakasala 

Featuring Partner 
@bestfoodchannelever

✨#festiveloverscollab
Hosted by:
@spiceupgram 
@archanasvegfoodchronicles 
@cleanfoodcrushbyshri",https://scontent-iad3-1.cdninstagram.com/v/t51.29350-15/252445205_127338876345223_4588466728904819600_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QHWnNV5gFblO8ndzDD3dNtjAIJz7x-uYk1zjMH-2as07yiTlDDn6KR4MTJBNiHrQxc&_nc_ohc=cwfk6bNd1rIQ7kNvwGKbsZt&_nc_gid=BxePoJKQ_wCQkFrBTFzpiA&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfPRsOXAPre8FPRooksWDKWUSQURwvzLMiweQZoQ3EcayA&oe=6865A949&_nc_sid=8b3546,,165,56,0,2021-11-05 03:57:48,ammana_paakashaalae,1282,@spiceupgram; @archanasvegfoodchronicles; @cleanfoodcrushbyshri; @beat_the_craving; @cooks_hideout; @manjirimestry; @_krithika; @myhungryrambles; @kaushiskitchen; @saffroncurrymom; @munchkinzatwork; @todaysspecialdishout; @scb_bakes; @food; @yummee; @lifeiskrafty; @meowkitchen82; @chandana_cooks; @sneh_of_all_trades; @_spkitchen_; @foodreliks; @nivtalks; @sannas; @ammana_paakashaalae; @spiceapron; @flavors_in_cooking; @houze_cook; @sukoonincooking; @repan_cookbakes; @consciousfeasting; @spice_n_traditions; @cookingwith_jyo; @cheers_for_flavor; @ammana_paakashaalae; @official_vegan_dentistt_; @prafullacooksandbakes; @bestfoodchannelever; @foodcollabsindia; @dubaifoodnetwork; @scribemag; @scribeing; @the_munching_station; @asthas_kitchen; @shrutiz_kitchen_journey; @vaidehicooks; @i_got_hangryy; @romisrecipe; @yumyumeals; @food; @inspirebycooking; @foodi_club; @jaanvis; @anamikalifeofficial; @treat_cuisine; @komalskreation; @bestfoodchannelever; @adivaans_delicacy; @cleanfoodcrushbyshri; @archanasvegfoodchronicles; @_priyadugar; @eatandgoplaceswithme; @therebyfood; @thehealthyrasoi; @jaanvis; @soul_ful_treat; @mummy; @bestfoodchannelever; @spiceupgram; @archanasvegfoodchronicles; @cleanfoodcrushbyshri,2159,12,70,False,,,0.12,0.04,
